# ---------------------------------- WARNING ----------------------------------------,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,
# for any damages resulting from its use.,,,,,
#,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,
#,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,
#,,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,
# retrieved: 2021-10-18 23:11:22 EDT       (nadww02),,,,,
#,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,
"#    USGS 16247900 Kuliouou Valley at Kuliouou, Oahu, HI",,,,,
# -----------------------------------------------------------------------------------,,,,,
#,,,,,
# Data provided for site 16247900,,,,,
#            TS   parameter     Description,,,,,
"#         42276       00060     Discharge, cubic feet per second",,,,,
#,,,,,
# Data-value qualification codes included in this output:,,,,,
#     A  Approved for publication -- Processing and review completed.,,,,,
# ,,,,,
agency_cd,site_no,datetime,tz_cd,discharge_ft3_s,42276_00060_cd
USGS,16247900,11/22/09 6:30,HST,0.1,A
USGS,16247900,11/22/09 7:00,HST,0.1,A
USGS,16247900,11/22/09 7:30,HST,0.03,A
USGS,16247900,11/22/09 9:00,HST,0.1,A
USGS,16247900,11/22/09 9:30,HST,0.1,A
USGS,16247900,11/22/09 10:00,HST,0.1,A
USGS,16247900,11/22/09 11:00,HST,0.03,A
USGS,16247900,11/22/09 11:30,HST,0.1,A
USGS,16247900,11/22/09 12:00,HST,0.15,A
USGS,16247900,11/22/09 12:30,HST,0.1,A
USGS,16247900,11/22/09 13:00,HST,0.03,A
USGS,16247900,11/22/09 13:30,HST,0.03,A
USGS,16247900,11/22/09 14:00,HST,0.15,A
USGS,16247900,11/22/09 14:30,HST,0.03,A
USGS,16247900,11/22/09 15:00,HST,0.15,A
USGS,16247900,11/22/09 15:30,HST,0.15,A
USGS,16247900,11/22/09 16:00,HST,0.15,A
USGS,16247900,11/22/09 16:30,HST,0.1,A
USGS,16247900,11/22/09 17:30,HST,0.1,A
USGS,16247900,11/22/09 18:00,HST,0.15,A
USGS,16247900,11/22/09 18:30,HST,0.15,A
USGS,16247900,11/22/09 19:00,HST,0.15,A
USGS,16247900,11/22/09 19:30,HST,0.15,A
USGS,16247900,11/22/09 20:00,HST,0.15,A
USGS,16247900,11/22/09 20:30,HST,0.15,A
USGS,16247900,11/22/09 21:00,HST,0.25,A
USGS,16247900,11/22/09 21:30,HST,0.19,A
USGS,16247900,11/22/09 22:00,HST,0.15,A
USGS,16247900,11/22/09 22:30,HST,0.15,A
USGS,16247900,11/22/09 23:00,HST,0.03,A
USGS,16247900,11/22/09 23:30,HST,0.1,A
USGS,16247900,11/23/09 0:00,HST,0.1,A
USGS,16247900,11/23/09 0:30,HST,0.1,A
USGS,16247900,11/23/09 1:00,HST,0.15,A
USGS,16247900,11/23/09 1:30,HST,0.03,A
USGS,16247900,11/23/09 2:00,HST,0.1,A
USGS,16247900,11/23/09 2:30,HST,0.15,A
USGS,16247900,11/23/09 3:00,HST,0.15,A
USGS,16247900,11/23/09 3:30,HST,0.1,A
USGS,16247900,11/23/09 4:00,HST,0.1,A
USGS,16247900,11/23/09 4:30,HST,0.1,A
USGS,16247900,11/23/09 5:00,HST,0.03,A
USGS,16247900,11/23/09 5:30,HST,0.15,A
USGS,16247900,11/23/09 6:00,HST,0.15,A
USGS,16247900,11/23/09 6:30,HST,0.03,A
USGS,16247900,11/23/09 7:00,HST,0.1,A
USGS,16247900,11/23/09 7:30,HST,0.03,A
USGS,16247900,11/23/09 8:00,HST,0.1,A
USGS,16247900,11/23/09 8:30,HST,0.1,A
USGS,16247900,11/23/09 9:00,HST,0.1,A
USGS,16247900,11/23/09 9:30,HST,0.1,A
USGS,16247900,11/23/09 10:00,HST,0.1,A
USGS,16247900,11/23/09 10:30,HST,0.1,A
USGS,16247900,11/23/09 11:30,HST,0.03,A
USGS,16247900,11/23/09 12:00,HST,0.03,A
USGS,16247900,11/23/09 12:30,HST,0.03,A
USGS,16247900,11/23/09 13:00,HST,0.02,A
USGS,16247900,11/23/09 14:00,HST,0.03,A
USGS,16247900,11/23/09 14:30,HST,0.1,A
USGS,16247900,11/23/09 15:00,HST,0.03,A
USGS,16247900,11/23/09 15:30,HST,0.1,A
USGS,16247900,11/23/09 16:30,HST,0.15,A
USGS,16247900,11/23/09 17:00,HST,0.15,A
USGS,16247900,11/23/09 17:30,HST,0.15,A
USGS,16247900,11/23/09 18:00,HST,0.15,A
USGS,16247900,11/23/09 18:30,HST,0.15,A
USGS,16247900,11/23/09 19:00,HST,0.15,A
USGS,16247900,11/23/09 20:00,HST,0.15,A
USGS,16247900,11/23/09 20:30,HST,0.15,A
USGS,16247900,11/23/09 21:00,HST,0.15,A
USGS,16247900,11/23/09 21:30,HST,0.15,A
USGS,16247900,11/23/09 22:00,HST,0.15,A
USGS,16247900,11/23/09 22:30,HST,0.15,A
USGS,16247900,11/23/09 23:00,HST,0.15,A
USGS,16247900,11/24/09 0:00,HST,0.15,A
USGS,16247900,11/24/09 0:30,HST,0.15,A
USGS,16247900,11/24/09 1:00,HST,0.15,A
USGS,16247900,11/24/09 1:30,HST,0.15,A
USGS,16247900,11/24/09 2:00,HST,0.15,A
USGS,16247900,11/24/09 3:00,HST,0.15,A
USGS,16247900,11/24/09 3:30,HST,0.15,A
USGS,16247900,11/24/09 4:00,HST,0.15,A
USGS,16247900,11/24/09 4:30,HST,0.15,A
USGS,16247900,11/24/09 5:00,HST,0.15,A
USGS,16247900,11/24/09 5:30,HST,0.15,A
USGS,16247900,11/24/09 6:00,HST,0.15,A
USGS,16247900,11/24/09 6:30,HST,0.15,A
USGS,16247900,11/24/09 7:30,HST,0.15,A
USGS,16247900,11/24/09 8:00,HST,0.1,A
USGS,16247900,11/24/09 8:30,HST,0.1,A
USGS,16247900,11/24/09 10:00,HST,0.1,A
USGS,16247900,11/24/09 11:00,HST,0.15,A
USGS,16247900,11/24/09 11:30,HST,0.15,A
USGS,16247900,11/24/09 12:00,HST,0.15,A
USGS,16247900,11/24/09 12:30,HST,0.15,A
USGS,16247900,11/24/09 13:30,HST,0.15,A
USGS,16247900,11/24/09 14:00,HST,0.15,A
USGS,16247900,11/24/09 14:30,HST,0.1,A
USGS,16247900,11/24/09 15:00,HST,0.1,A
USGS,16247900,11/24/09 15:30,HST,0.15,A
USGS,16247900,11/24/09 16:00,HST,0.15,A
USGS,16247900,11/24/09 17:00,HST,0.1,A
USGS,16247900,11/24/09 17:30,HST,0.15,A
USGS,16247900,11/24/09 18:00,HST,0.15,A
USGS,16247900,11/24/09 18:30,HST,0.15,A
USGS,16247900,11/24/09 19:00,HST,0.15,A
USGS,16247900,11/24/09 19:30,HST,0.15,A
USGS,16247900,11/24/09 20:00,HST,0.15,A
USGS,16247900,11/24/09 20:30,HST,0.15,A
USGS,16247900,11/24/09 21:30,HST,0.15,A
USGS,16247900,11/24/09 22:30,HST,0.15,A
USGS,16247900,11/24/09 23:00,HST,0.15,A
USGS,16247900,11/24/09 23:30,HST,0.15,A
USGS,16247900,11/26/09 0:00,HST,34.5,A
USGS,16247900,11/26/09 1:00,HST,40.8,A
USGS,16247900,11/26/09 1:30,HST,40.8,A
USGS,16247900,11/26/09 2:00,HST,34.5,A
USGS,16247900,11/26/09 2:30,HST,31.4,A
USGS,16247900,11/26/09 3:00,HST,16.5,A
USGS,16247900,11/26/09 3:30,HST,16.5,A
USGS,16247900,11/26/09 4:00,HST,13.2,A
USGS,16247900,11/26/09 4:30,HST,10.5,A
USGS,16247900,11/26/09 5:00,HST,13.2,A
USGS,16247900,11/26/09 5:30,HST,6.62,A
USGS,16247900,11/26/09 6:00,HST,6.62,A
USGS,16247900,11/26/09 6:30,HST,4.09,A
USGS,16247900,11/26/09 7:00,HST,5.22,A
USGS,16247900,11/26/09 7:30,HST,4.09,A
USGS,16247900,11/26/09 8:00,HST,2.49,A
USGS,16247900,11/26/09 8:30,HST,2.49,A
USGS,16247900,11/26/09 9:00,HST,2.49,A
USGS,16247900,11/26/09 9:30,HST,1.49,A
USGS,16247900,11/26/09 10:00,HST,1.49,A
USGS,16247900,11/26/09 10:30,HST,1.49,A
USGS,16247900,11/26/09 11:00,HST,1.49,A
USGS,16247900,11/26/09 11:30,HST,1.14,A
USGS,16247900,11/26/09 12:00,HST,1.14,A
USGS,16247900,11/26/09 12:30,HST,0.66,A
USGS,16247900,11/26/09 13:30,HST,0.87,A
USGS,16247900,11/26/09 14:00,HST,0.66,A
USGS,16247900,11/26/09 14:30,HST,0.66,A
USGS,16247900,11/26/09 15:00,HST,0.66,A
USGS,16247900,11/26/09 15:30,HST,0.53,A
USGS,16247900,11/26/09 16:00,HST,0.66,A
USGS,16247900,11/26/09 16:30,HST,0.35,A
USGS,16247900,11/26/09 17:00,HST,0.53,A
USGS,16247900,11/26/09 17:30,HST,0.53,A
USGS,16247900,11/26/09 18:00,HST,0.53,A
USGS,16247900,11/26/09 18:30,HST,0.53,A
USGS,16247900,11/26/09 19:00,HST,0.35,A
USGS,16247900,11/26/09 19:30,HST,0.3,A
USGS,16247900,11/26/09 20:00,HST,0.53,A
USGS,16247900,11/26/09 20:30,HST,0.42,A
USGS,16247900,11/26/09 21:00,HST,0.66,A
USGS,16247900,11/26/09 21:30,HST,0.53,A
USGS,16247900,11/26/09 22:00,HST,0.35,A
USGS,16247900,11/26/09 23:00,HST,0.35,A
USGS,16247900,11/27/09 0:00,HST,0.42,A
USGS,16247900,11/27/09 0:30,HST,0.42,A
USGS,16247900,11/27/09 1:00,HST,0.42,A
USGS,16247900,11/27/09 1:30,HST,0.42,A
USGS,16247900,11/27/09 2:00,HST,0.35,A
USGS,16247900,11/27/09 2:30,HST,0.42,A
USGS,16247900,11/27/09 3:30,HST,0.35,A
USGS,16247900,11/27/09 4:00,HST,0.35,A
USGS,16247900,11/27/09 5:00,HST,0.35,A
USGS,16247900,11/27/09 5:30,HST,0.35,A
USGS,16247900,11/27/09 6:00,HST,0.35,A
USGS,16247900,11/27/09 6:30,HST,0.35,A
USGS,16247900,11/27/09 7:30,HST,0.25,A
USGS,16247900,11/27/09 8:00,HST,0.35,A
USGS,16247900,11/27/09 8:30,HST,0.25,A
USGS,16247900,11/27/09 9:00,HST,0.35,A
USGS,16247900,11/27/09 9:30,HST,0.25,A
USGS,16247900,11/27/09 10:00,HST,0.25,A
USGS,16247900,11/27/09 10:30,HST,0.19,A
USGS,16247900,11/27/09 11:00,HST,0.25,A
USGS,16247900,11/27/09 11:30,HST,0.19,A
USGS,16247900,11/27/09 12:00,HST,0.15,A
USGS,16247900,11/27/09 12:30,HST,0.35,A
USGS,16247900,11/27/09 13:00,HST,0.25,A
USGS,16247900,11/27/09 13:30,HST,0.3,A
USGS,16247900,11/27/09 14:30,HST,0.25,A
USGS,16247900,11/27/09 15:00,HST,0.25,A
USGS,16247900,11/27/09 15:30,HST,0.19,A
USGS,16247900,11/27/09 16:00,HST,0.19,A
USGS,16247900,11/27/09 16:30,HST,0.3,A
USGS,16247900,11/27/09 17:00,HST,0.25,A
USGS,16247900,11/27/09 17:30,HST,0.25,A
USGS,16247900,11/27/09 18:00,HST,0.25,A
USGS,16247900,11/27/09 18:30,HST,0.25,A
USGS,16247900,11/27/09 19:00,HST,0.25,A
USGS,16247900,11/27/09 19:30,HST,0.25,A
USGS,16247900,11/27/09 20:00,HST,0.25,A
USGS,16247900,11/27/09 20:30,HST,0.19,A
USGS,16247900,11/27/09 21:00,HST,0.25,A
USGS,16247900,11/27/09 21:30,HST,0.25,A
USGS,16247900,11/27/09 22:00,HST,0.19,A
USGS,16247900,11/27/09 22:30,HST,0.25,A
USGS,16247900,11/27/09 23:30,HST,0.25,A
USGS,16247900,11/28/09 0:00,HST,0.25,A
USGS,16247900,11/28/09 0:30,HST,0.25,A
USGS,16247900,11/28/09 1:00,HST,0.25,A
USGS,16247900,11/28/09 1:30,HST,0.25,A
USGS,16247900,11/28/09 2:00,HST,0.25,A
USGS,16247900,11/28/09 2:30,HST,0.19,A
USGS,16247900,11/28/09 3:00,HST,0.25,A
USGS,16247900,11/28/09 3:30,HST,0.25,A
USGS,16247900,11/28/09 4:00,HST,0.25,A
USGS,16247900,11/28/09 4:30,HST,0.25,A
USGS,16247900,11/28/09 6:00,HST,0.25,A
USGS,16247900,11/28/09 6:30,HST,0.25,A
USGS,16247900,11/28/09 7:00,HST,0.19,A
USGS,16247900,11/28/09 7:30,HST,0.25,A
USGS,16247900,11/28/09 8:00,HST,0.19,A
USGS,16247900,11/28/09 8:30,HST,0.25,A
USGS,16247900,11/28/09 9:00,HST,0.25,A
USGS,16247900,11/28/09 10:00,HST,0.25,A
USGS,16247900,11/28/09 10:30,HST,0.25,A
USGS,16247900,11/28/09 11:00,HST,0.19,A
USGS,16247900,11/28/09 11:30,HST,0.25,A
USGS,16247900,11/28/09 12:00,HST,0.25,A
USGS,16247900,11/28/09 12:30,HST,0.25,A
USGS,16247900,11/28/09 13:00,HST,0.25,A
USGS,16247900,11/28/09 14:00,HST,0.19,A
USGS,16247900,11/28/09 14:30,HST,0.25,A
USGS,16247900,11/28/09 15:00,HST,0.25,A
USGS,16247900,11/28/09 15:30,HST,0.25,A
USGS,16247900,11/28/09 16:00,HST,0.25,A
USGS,16247900,11/28/09 16:30,HST,0.25,A
USGS,16247900,11/28/09 17:00,HST,0.25,A
USGS,16247900,11/28/09 17:30,HST,0.25,A
USGS,16247900,11/28/09 18:00,HST,0.25,A
USGS,16247900,11/28/09 18:30,HST,0.25,A
USGS,16247900,11/28/09 19:00,HST,0.25,A
USGS,16247900,11/28/09 19:30,HST,0.25,A
USGS,16247900,11/28/09 20:00,HST,0.25,A
USGS,16247900,11/28/09 20:30,HST,0.25,A
USGS,16247900,11/28/09 21:00,HST,0.25,A
USGS,16247900,11/28/09 21:30,HST,0.25,A
USGS,16247900,11/28/09 22:00,HST,0.25,A
USGS,16247900,11/28/09 22:30,HST,0.25,A
USGS,16247900,11/28/09 23:00,HST,0.25,A
USGS,16247900,11/28/09 23:30,HST,0.3,A
USGS,16247900,12/3/09 0:00,HST,0.15,A
USGS,16247900,12/3/09 0:30,HST,0.15,A
USGS,16247900,12/3/09 1:00,HST,0.15,A
USGS,16247900,12/3/09 1:30,HST,0.15,A
USGS,16247900,12/3/09 2:00,HST,0.19,A
USGS,16247900,12/3/09 2:30,HST,0.19,A
USGS,16247900,12/3/09 3:00,HST,0.15,A
USGS,16247900,12/3/09 3:30,HST,0.15,A
USGS,16247900,12/3/09 4:30,HST,0.15,A
USGS,16247900,12/3/09 5:00,HST,0.15,A
USGS,16247900,12/3/09 5:30,HST,0.15,A
USGS,16247900,12/3/09 6:00,HST,0.15,A
USGS,16247900,12/3/09 6:30,HST,0.19,A
USGS,16247900,12/3/09 7:00,HST,0.15,A
USGS,16247900,12/3/09 7:30,HST,0.19,A
USGS,16247900,12/3/09 8:00,HST,0.19,A
USGS,16247900,12/3/09 8:30,HST,0.19,A
USGS,16247900,12/3/09 9:30,HST,0.19,A
USGS,16247900,12/3/09 11:00,HST,0.19,A
USGS,16247900,12/3/09 11:30,HST,0.19,A
USGS,16247900,12/3/09 12:00,HST,0.19,A
USGS,16247900,12/3/09 12:30,HST,0.15,A
USGS,16247900,12/3/09 13:00,HST,0.19,A
USGS,16247900,12/3/09 13:30,HST,0.15,A
USGS,16247900,12/3/09 14:00,HST,0.15,A
USGS,16247900,12/3/09 14:30,HST,0.19,A
USGS,16247900,12/3/09 15:00,HST,0.19,A
USGS,16247900,12/3/09 15:30,HST,0.15,A
USGS,16247900,12/3/09 16:00,HST,0.15,A
USGS,16247900,12/3/09 16:30,HST,0.15,A
USGS,16247900,12/3/09 17:00,HST,0.19,A
USGS,16247900,12/3/09 17:30,HST,0.15,A
USGS,16247900,12/3/09 18:00,HST,0.19,A
USGS,16247900,12/3/09 19:00,HST,0.25,A
USGS,16247900,12/3/09 19:30,HST,56.4,A
USGS,16247900,12/3/09 20:00,HST,10.5,A
USGS,16247900,12/3/09 20:30,HST,16.5,A
USGS,16247900,12/3/09 21:00,HST,37.7,A
USGS,16247900,12/3/09 21:30,HST,4.09,A
USGS,16247900,12/3/09 22:30,HST,5.22,A
USGS,16247900,12/3/09 23:00,HST,13.2,A
USGS,16247900,12/3/09 23:30,HST,8.36,A
USGS,16247900,12/4/09 0:00,HST,16.5,A
USGS,16247900,12/4/09 0:30,HST,25.4,A
USGS,16247900,12/4/09 1:00,HST,37.7,A
USGS,16247900,12/4/09 1:30,HST,31.4,A
USGS,16247900,12/4/09 2:00,HST,31.4,A
USGS,16247900,12/4/09 2:30,HST,20.5,A
USGS,16247900,12/4/09 3:30,HST,13.2,A
USGS,16247900,12/4/09 4:00,HST,10.5,A
USGS,16247900,12/4/09 4:30,HST,6.62,A
USGS,16247900,12/4/09 5:00,HST,6.62,A
USGS,16247900,12/4/09 5:30,HST,6.62,A
USGS,16247900,12/4/09 6:00,HST,8.36,A
USGS,16247900,12/4/09 6:30,HST,5.22,A
USGS,16247900,12/4/09 7:00,HST,4.09,A
USGS,16247900,12/4/09 7:30,HST,4.09,A
USGS,16247900,12/4/09 8:00,HST,4.09,A
USGS,16247900,12/4/09 8:30,HST,4.09,A
USGS,16247900,12/4/09 9:00,HST,4.09,A
USGS,16247900,12/4/09 10:00,HST,4.09,A
USGS,16247900,12/4/09 10:30,HST,2.49,A
USGS,16247900,12/4/09 11:00,HST,3.2,A
USGS,16247900,12/4/09 11:30,HST,1.49,A
USGS,16247900,12/4/09 12:00,HST,1.49,A
USGS,16247900,12/4/09 12:30,HST,1.93,A
USGS,16247900,12/4/09 13:30,HST,1.49,A
USGS,16247900,12/4/09 14:00,HST,1.49,A
USGS,16247900,12/4/09 14:30,HST,1.49,A
USGS,16247900,12/4/09 15:00,HST,1.14,A
USGS,16247900,12/4/09 15:30,HST,1.49,A
USGS,16247900,12/4/09 16:00,HST,1.14,A
USGS,16247900,12/4/09 16:30,HST,1.14,A
USGS,16247900,12/4/09 17:00,HST,0.87,A
USGS,16247900,12/4/09 17:30,HST,0.87,A
USGS,16247900,12/4/09 18:00,HST,0.87,A
USGS,16247900,12/4/09 18:30,HST,0.87,A
USGS,16247900,12/4/09 19:00,HST,0.87,A
USGS,16247900,12/4/09 19:30,HST,0.87,A
USGS,16247900,12/4/09 20:00,HST,0.87,A
USGS,16247900,12/4/09 20:30,HST,0.87,A
USGS,16247900,12/4/09 21:00,HST,0.66,A
USGS,16247900,12/4/09 21:30,HST,0.66,A
USGS,16247900,12/4/09 22:00,HST,0.66,A
USGS,16247900,12/4/09 22:30,HST,0.66,A
USGS,16247900,12/4/09 23:00,HST,0.66,A
USGS,16247900,12/5/09 0:00,HST,0.66,A
USGS,16247900,12/5/09 0:30,HST,0.53,A
USGS,16247900,12/5/09 1:30,HST,0.53,A
USGS,16247900,12/5/09 2:00,HST,0.53,A
USGS,16247900,12/5/09 2:30,HST,0.53,A
USGS,16247900,12/5/09 3:00,HST,0.53,A
USGS,16247900,12/5/09 4:00,HST,0.42,A
USGS,16247900,12/5/09 5:00,HST,0.53,A
USGS,16247900,12/5/09 5:30,HST,0.53,A
USGS,16247900,12/5/09 6:00,HST,0.42,A
USGS,16247900,12/5/09 6:30,HST,0.42,A
USGS,16247900,12/5/09 7:00,HST,0.42,A
USGS,16247900,12/5/09 7:30,HST,0.53,A
USGS,16247900,12/5/09 8:00,HST,0.53,A
USGS,16247900,12/5/09 8:30,HST,0.42,A
USGS,16247900,12/5/09 9:00,HST,0.42,A
USGS,16247900,12/5/09 9:30,HST,0.42,A
USGS,16247900,12/5/09 10:00,HST,0.42,A
USGS,16247900,12/5/09 10:30,HST,0.42,A
USGS,16247900,12/5/09 11:00,HST,0.42,A
USGS,16247900,12/5/09 11:30,HST,0.42,A
USGS,16247900,12/5/09 12:30,HST,0.42,A
USGS,16247900,12/5/09 13:30,HST,0.42,A
USGS,16247900,12/5/09 14:00,HST,0.42,A
USGS,16247900,12/5/09 14:30,HST,0.42,A
USGS,16247900,12/5/09 15:00,HST,0.42,A
USGS,16247900,12/5/09 15:30,HST,0.35,A
USGS,16247900,12/5/09 16:00,HST,0.35,A
USGS,16247900,12/5/09 16:30,HST,0.42,A
USGS,16247900,12/5/09 17:00,HST,0.35,A
USGS,16247900,12/5/09 17:30,HST,0.42,A
USGS,16247900,12/5/09 18:00,HST,0.42,A
USGS,16247900,12/5/09 18:30,HST,0.42,A
USGS,16247900,12/5/09 19:00,HST,0.42,A
USGS,16247900,12/5/09 19:30,HST,0.42,A
USGS,16247900,12/5/09 20:00,HST,0.35,A
USGS,16247900,12/5/09 20:30,HST,0.42,A
USGS,16247900,12/5/09 21:00,HST,0.42,A
USGS,16247900,12/5/09 21:30,HST,0.35,A
USGS,16247900,12/5/09 22:00,HST,0.42,A
USGS,16247900,12/5/09 22:30,HST,0.35,A
USGS,16247900,12/5/09 23:00,HST,0.35,A
USGS,16247900,12/5/09 23:30,HST,0.35,A
USGS,16247900,12/6/09 0:00,HST,0.35,A
USGS,16247900,12/6/09 0:30,HST,0.35,A
USGS,16247900,12/6/09 1:00,HST,0.35,A
USGS,16247900,12/6/09 1:30,HST,0.35,A
USGS,16247900,12/6/09 2:00,HST,0.35,A
USGS,16247900,12/6/09 2:30,HST,0.35,A
USGS,16247900,12/6/09 3:00,HST,0.35,A
USGS,16247900,12/6/09 3:30,HST,0.35,A
USGS,16247900,12/6/09 4:00,HST,0.35,A
USGS,16247900,12/6/09 4:30,HST,0.35,A
USGS,16247900,12/6/09 5:00,HST,0.35,A
USGS,16247900,12/6/09 5:30,HST,0.35,A
USGS,16247900,12/6/09 6:00,HST,0.35,A
USGS,16247900,12/6/09 6:30,HST,0.35,A
USGS,16247900,12/6/09 7:00,HST,0.35,A
USGS,16247900,12/6/09 7:30,HST,0.35,A
USGS,16247900,12/6/09 8:00,HST,0.35,A
USGS,16247900,12/6/09 8:30,HST,0.35,A
USGS,16247900,12/6/09 9:00,HST,0.35,A
USGS,16247900,12/6/09 9:30,HST,0.35,A
USGS,16247900,12/6/09 10:30,HST,0.35,A
USGS,16247900,12/6/09 11:00,HST,0.3,A
USGS,16247900,12/6/09 11:30,HST,0.35,A
USGS,16247900,12/6/09 12:00,HST,0.3,A
USGS,16247900,12/6/09 12:30,HST,0.3,A
USGS,16247900,12/6/09 13:00,HST,0.35,A
USGS,16247900,12/6/09 13:30,HST,0.3,A
USGS,16247900,12/6/09 14:00,HST,0.3,A
USGS,16247900,12/6/09 14:30,HST,0.3,A
USGS,16247900,12/6/09 15:00,HST,0.35,A
USGS,16247900,12/6/09 15:30,HST,0.35,A
USGS,16247900,12/6/09 16:00,HST,0.3,A
USGS,16247900,12/6/09 16:30,HST,0.35,A
USGS,16247900,12/6/09 17:00,HST,0.3,A
USGS,16247900,12/6/09 17:30,HST,0.35,A
USGS,16247900,12/6/09 18:00,HST,0.35,A
USGS,16247900,12/6/09 18:30,HST,0.35,A
USGS,16247900,12/6/09 19:00,HST,0.3,A
USGS,16247900,12/6/09 19:30,HST,0.35,A
USGS,16247900,12/6/09 20:00,HST,0.3,A
USGS,16247900,12/6/09 20:30,HST,0.3,A
USGS,16247900,12/6/09 21:00,HST,0.35,A
USGS,16247900,12/6/09 21:30,HST,0.3,A
USGS,16247900,12/6/09 22:00,HST,0.35,A
USGS,16247900,12/6/09 22:30,HST,0.35,A
USGS,16247900,12/6/09 23:00,HST,0.35,A
USGS,16247900,12/6/09 23:30,HST,0.35,A
USGS,16247900,12/7/09 0:00,HST,0.35,A
USGS,16247900,12/7/09 1:00,HST,0.3,A
USGS,16247900,12/7/09 2:00,HST,0.3,A
USGS,16247900,12/7/09 2:30,HST,0.3,A
USGS,16247900,12/7/09 3:00,HST,0.3,A
USGS,16247900,12/7/09 3:30,HST,0.3,A
USGS,16247900,12/7/09 4:00,HST,0.3,A
USGS,16247900,12/7/09 4:30,HST,0.3,A
USGS,16247900,12/7/09 5:00,HST,0.3,A
USGS,16247900,12/7/09 5:30,HST,0.3,A
USGS,16247900,12/7/09 6:00,HST,0.3,A
USGS,16247900,12/7/09 6:30,HST,0.3,A
USGS,16247900,12/7/09 7:00,HST,0.3,A
USGS,16247900,12/7/09 7:30,HST,0.35,A
USGS,16247900,12/7/09 8:00,HST,0.66,A
USGS,16247900,12/7/09 8:30,HST,1.14,A
USGS,16247900,12/7/09 9:00,HST,0.87,A
USGS,16247900,12/7/09 9:30,HST,0.35,A
USGS,16247900,12/7/09 10:00,HST,0.3,A
USGS,16247900,12/7/09 10:30,HST,0.3,A
USGS,16247900,12/7/09 11:00,HST,0.3,A
USGS,16247900,12/7/09 11:30,HST,0.3,A
USGS,16247900,12/7/09 12:00,HST,0.3,A
USGS,16247900,12/7/09 12:30,HST,0.3,A
USGS,16247900,12/7/09 13:00,HST,0.3,A
USGS,16247900,12/7/09 13:30,HST,0.3,A
USGS,16247900,12/7/09 14:00,HST,0.35,A
USGS,16247900,12/7/09 14:30,HST,0.35,A
USGS,16247900,12/7/09 15:00,HST,0.3,A
USGS,16247900,12/7/09 15:30,HST,0.3,A
USGS,16247900,12/7/09 16:30,HST,0.3,A
USGS,16247900,12/7/09 17:00,HST,0.3,A
USGS,16247900,12/7/09 17:30,HST,0.3,A
USGS,16247900,12/7/09 18:00,HST,0.3,A
USGS,16247900,12/7/09 18:30,HST,0.3,A
USGS,16247900,12/7/09 19:30,HST,0.3,A
USGS,16247900,12/7/09 20:00,HST,0.3,A
USGS,16247900,12/7/09 20:30,HST,0.3,A
USGS,16247900,12/7/09 21:00,HST,0.3,A
USGS,16247900,12/7/09 21:30,HST,0.3,A
USGS,16247900,12/7/09 23:30,HST,0.3,A
USGS,16247900,12/8/09 0:00,HST,0.25,A
USGS,16247900,12/8/09 0:30,HST,0.3,A
USGS,16247900,12/8/09 1:00,HST,0.3,A
USGS,16247900,12/8/09 1:30,HST,0.3,A
USGS,16247900,12/8/09 2:00,HST,0.3,A
USGS,16247900,12/8/09 2:30,HST,0.3,A
USGS,16247900,12/8/09 3:00,HST,0.25,A
USGS,16247900,12/8/09 3:30,HST,0.3,A
USGS,16247900,12/8/09 4:00,HST,0.3,A
USGS,16247900,12/8/09 4:30,HST,0.25,A
USGS,16247900,12/8/09 5:00,HST,0.25,A
USGS,16247900,12/8/09 7:00,HST,0.25,A
USGS,16247900,12/8/09 7:30,HST,0.25,A
USGS,16247900,12/8/09 8:00,HST,0.25,A
USGS,16247900,12/8/09 8:30,HST,0.25,A
USGS,16247900,12/8/09 9:00,HST,0.3,A
USGS,16247900,12/8/09 9:30,HST,0.25,A
USGS,16247900,12/8/09 10:00,HST,0.25,A
USGS,16247900,12/8/09 10:30,HST,0.25,A
USGS,16247900,12/8/09 11:00,HST,0.25,A
USGS,16247900,12/8/09 11:30,HST,0.25,A
USGS,16247900,12/8/09 12:00,HST,0.25,A
USGS,16247900,12/8/09 12:30,HST,0.25,A
USGS,16247900,12/8/09 13:00,HST,0.25,A
USGS,16247900,12/8/09 13:30,HST,0.25,A
USGS,16247900,12/8/09 14:00,HST,0.25,A
USGS,16247900,12/8/09 14:30,HST,0.25,A
USGS,16247900,12/8/09 15:00,HST,0.25,A
USGS,16247900,12/8/09 15:30,HST,0.19,A
USGS,16247900,12/8/09 16:00,HST,0.25,A
USGS,16247900,12/8/09 17:00,HST,0.19,A
USGS,16247900,12/8/09 17:30,HST,0.25,A
USGS,16247900,12/8/09 18:00,HST,0.25,A
USGS,16247900,12/8/09 18:30,HST,0.25,A
